model,experiment,sample_index,datetime,actual,predicted,residual,absolute_error,squared_error,percentage_error,timestamp,param_d,param_p,param_q,param_trend,info_mae,info_rmse,info_r2
sarimax,no_wsi_wind,314,2024-11-01 20:00:00,19530.25,19883.361624808946,353.11162480894563,353.11162480894563,124687.8195752136,1.8080240898542763,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,315,2024-11-01 21:00:00,18062.0,21093.81120054394,3031.81120054394,3031.81120054394,9191879.155743685,16.7855785657306,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,316,2024-11-01 22:00:00,16130.75,20507.22913674593,4376.479136745926,4376.479136745926,19153569.63437236,27.131281166363696,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,317,2024-11-01 23:00:00,14054.25,18775.5139417807,4721.2639417807,4721.2639417807,22290333.20795864,33.5931404505921,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,318,2024-11-02 00:00:00,12669.25,18045.996571439464,5376.746571439464,5376.746571439464,28909403.69348603,42.4393438556759,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,319,2024-11-02 01:00:00,12409.5,16097.495233599167,3687.995233599168,3687.995233599168,13601308.843050178,29.719128358082077,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,320,2024-11-02 02:00:00,12072.5,14067.850409406885,1995.3504094068849,1995.3504094068849,3981423.256320223,16.528063030898586,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,321,2024-11-02 03:00:00,11224.5,12697.33275285899,1472.8327528589907,1472.8327528589907,2169236.317894193,13.121588960378444,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,322,2024-11-02 04:00:00,9769.25,12127.9725587025,2358.7225587025005,2358.7225587025005,5563572.10893207,24.14435661591305,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
sarimax,no_wsi_wind,323,2024-11-02 05:00:00,8049.0,10330.577536821598,2281.577536821598,2281.577536821598,5205596.056528911,28.34609935170535,2025-11-27 19:48:43,0,1,2,c,4136.014679019272,5129.996006535381,0.8413060286390862
